date,country,location,severity,id,city,timestamp,temperature,humidity,precipitation,flood_risk
2018-08-13,Nigeria,Lagos,Medium,381.0,Lagos,2018-08-13,0.49405115499079244,0.5480102665179398,0.004117750069346207,1
2017-07-22,Nigeria,Rivers,High,,,,0.4752616713439961,0.0,0.0,1
2017-05-11,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2022-09-14,Nigeria,Benue,Medium,2621.0,Benue,2022-09-14,0.32459384623090237,0.46287375865019165,0.0,1
2020-01-11,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2017-11-09,Nigeria,Benue,Medium,,,,0.4752616713439961,0.0,0.0,1
2023-02-24,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2015-06-19,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2019-06-19,Nigeria,Lagos,High,,,,0.4752616713439961,0.0,0.0,1
2017-01-08,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2017-09-06,Nigeria,Lagos,High,313.0,Lagos,2017-09-06,0.42123395300891886,0.6740629636448308,8.761170563592424e-05,1
2021-03-21,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2023-02-09,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2017-08-22,Nigeria,Rivers,High,1218.0,Rivers,2017-08-22,0.20203782488522481,0.752977073609201,0.041177500693462064,1
